features,label
"[-365.6654968261719, 18.53495979309082, -31.423261642456055, 6.301329612731934, -21.88094139099121, -16.13703727722168, -9.294007301330566, -26.176374435424805, -5.168312072753906, -9.758259773254395, -10.594975471496582, -9.287858963012695, -10.148837089538574, -5.908949851989746, -15.821738243103027, -4.202334403991699, -5.210824966430664, 2.9274446964263916, 11.465871810913086, 17.86145782470703, 14.620768547058105, 12.835552215576172, -1.124422550201416, -6.694092750549316, -4.95494270324707, 1.829617977142334, 2.1747453212738037, -0.4730862081050873, -8.239585876464844, -5.05984354019165, -0.08793190866708755, 5.206014633178711, -3.3564229011535645, -6.9506611824035645, -3.1232376098632812, 3.2153217792510986, -0.0038556025829166174, -1.7685835361480713, 2.865755319595337, 10.92822265625]",angry
"[-344.85693359375, 79.07696533203125, -26.03476333618164, 14.456916809082031, 0.15304876863956451, -39.101829528808594, -10.202740669250488, 2.155900239944458, -21.473520278930664, -3.5627119541168213, 2.0988476276397705, -9.30927562713623, -2.9851303100585938, -3.4045748710632324, -9.882476806640625, 0.8966177105903625, -10.901291847229004, -3.2868292331695557, -4.1996660232543945, -6.794643878936768, -6.238361835479736, -3.3260385990142822, -9.33975887298584, -1.8222947120666504, -9.280224800109863, 1.2418136596679688, -11.686633110046387, 1.7232627868652344, -6.025449752807617, 1.0469611883163452, -1.27225923538208, 1.446136474609375, 0.7404938340187073, 1.0820058584213257, 0.6854192018508911, 1.9482945203781128, 0.9878519177436829, 3.9827373027801514, 5.257296085357666, 12.991558074951172]",angry
"[-330.365234375, 29.540678024291992, -51.92753982543945, 4.191164016723633, -25.136280059814453, -28.552350997924805, -3.9527549743652344, -20.64847755432129, -14.649704933166504, 7.371460914611816, -14.007288932800293, -1.5887476205825806, -9.802286148071289, -10.276766777038574, -6.721324920654297, -8.407604217529297, 4.552616596221924, 11.827241897583008, 20.422382354736328, 16.574356079101562, 20.059978485107422, 7.637939929962158, -8.358810424804688, -6.719921112060547, -6.302159786224365, 3.7578020095825195, 2.733144521713257, 0.08553871512413025, -13.898538589477539, -0.808583676815033, 4.8030290603637695, 12.174192428588867, -4.647647380828857, -2.9633467197418213, 0.0009418781264685094, 10.203115463256836, 2.1669790744781494, 0.5680851936340332, 13.368261337280273, 16.54594612121582]",angry
"[-356.1668395996094, 59.518524169921875, -26.042686462402344, 19.39821434020996, 5.212369441986084, -32.53400802612305, -11.560676574707031, -2.692927360534668, -16.883596420288086, -5.1093597412109375, -5.546082973480225, -4.5459065437316895, -1.3602111339569092, -6.517550945281982, -8.223733901977539, 0.9769710302352905, -13.783699035644531, 1.3648509979248047, -7.338192939758301, -1.9854145050048828, -9.651144027709961, -1.2243320941925049, -9.233942985534668, -4.647192478179932, -4.356346130371094, -2.2797718048095703, -7.799296855926514, -0.8013575673103333, -4.892908573150635, -1.9739161729812622, -0.9088416695594788, 4.040010929107666, 3.8480069637298584, 5.826679706573486, 2.554892063140869, 2.2531840801239014, -2.1786656379699707, 3.297438383102417, 5.3030548095703125, 11.934741020202637]",angry
"[-382.573974609375, 26.641769409179688, -21.46814727783203, 8.444061279296875, -15.658008575439453, -26.49724769592285, 7.7529096603393555, -20.058616638183594, -15.669062614440918, -3.5979366302490234, -11.575735092163086, -6.53434944152832, -6.8398823738098145, -9.182888984680176, -9.496878623962402, -1.1639747619628906, 0.9508255124092102, 7.5874528884887695, 13.268203735351562, 25.701927185058594, 14.43802261352539, 12.976095199584961, 2.7491466999053955, 1.4579492807388306, -0.3555397093296051, 6.371242523193359, 1.1654757261276245, 1.7726075649261475, -4.973121166229248, -0.5191618800163269, 0.06846290081739426, 7.0796003341674805, -0.2616588771343231, -1.3220373392105103, 0.7348759174346924, 7.010165691375732, 5.136475086212158, 3.0141372680664062, 3.523059606552124, 12.981860160827637]",angry
"[-438.0772399902344, 46.86597442626953, -25.076576232910156, 15.345770835876465, 20.196504592895508, -9.424918174743652, -14.1820707321167, -3.243225574493408, -20.307825088500977, -4.167184829711914, -4.1071953773498535, -4.032465934753418, -2.8153252601623535, 2.41961669921875, -7.421666622161865, -1.4149831533432007, -1.109572172164917, -4.608788013458252, -4.690673351287842, 1.1123924255371094, -6.189908981323242, -4.6520490646362305, -6.657135486602783, -1.3680938482284546, -4.820674896240234, -2.578204870223999, -4.626748561859131, 0.21378667652606964, -1.6661360263824463, -0.4349232316017151, -0.164667010307312, 2.506800413131714, -0.4321579039096832, -0.004963507875800133, -1.2969757318496704, 2.486773729324341, 0.5010316371917725, 6.605342388153076, 4.57620096206665, 6.481038570404053]",angry
"[-269.537353515625, 42.60776901245117, -40.43067169189453, 3.4133777618408203, -14.417925834655762, -28.20521354675293, -9.573159217834473, -21.4792423248291, -22.112821578979492, -7.0950517654418945, -15.97547721862793, -20.32169532775879, -4.260651588439941, -16.012828826904297, -3.8614284992218018, -8.71696662902832, -8.862982749938965, 12.069855690002441, 14.282209396362305, 17.370220184326172, 17.842098236083984, 15.25130558013916, -4.737767696380615, -3.3698842525482178, -5.494586944580078, -0.4702320992946625, 3.846027135848999, -1.7138203382492065, -5.6491265296936035, -6.300146579742432, -0.662615954875946, 4.724094390869141, -6.655306816101074, 0.5559281706809998, -4.006923675537109, 4.718882083892822, -0.6395782232284546, 2.777200222015381, 2.9384210109710693, 4.183940887451172]",angry
"[-371.4833068847656, 69.24879455566406, -6.497490882873535, 13.905045509338379, -8.688407897949219, -7.971868515014648, -3.519728660583496, -10.060969352722168, -15.107599258422852, -10.270610809326172, 1.9422578811645508, -5.64538049697876, -6.600223541259766, -6.008279800415039, -6.244665622711182, -2.6046693325042725, -9.982179641723633, -0.5849505066871643, -8.673194885253906, -1.4801924228668213, -10.390504837036133, -2.4417431354522705, -5.926114082336426, -4.497355937957764, -7.645239353179932, -0.9141294360160828, -10.009222030639648, -2.9599733352661133, -6.023189544677734, -3.4075841903686523, -1.571600317955017, 2.3367271423339844, 1.3240388631820679, 3.710087299346924, -1.4708715677261353, 1.480127215385437, 1.7746995687484741, 6.444797992706299, 10.385965347290039, 15.500662803649902]",angry
"[-358.6542053222656, 52.25930404663086, -30.76738166809082, -11.707498550415039, -4.721162796020508, -22.36307716369629, -6.385656833648682, -15.790166854858398, -22.26605224609375, 9.790980339050293, -13.271476745605469, -7.617647647857666, -9.20277214050293, -10.350858688354492, -9.46373176574707, -11.863438606262207, -9.337021827697754, 5.299166202545166, -0.046434372663497925, 13.213096618652344, 19.10684585571289, 20.153324127197266, 3.9048314094543457, 0.49190080165863037, -10.313472747802734, 0.2862760126590729, 4.634378910064697, 5.486181259155273, -2.305382490158081, 0.4172952473163605, 1.5707358121871948, 10.198753356933594, 2.9522030353546143, 1.6653931140899658, -4.6606364250183105, 2.1770436763763428, 2.5315957069396973, 2.271684408187866, 4.029667377471924, 5.834111213684082]",angry
"[-388.6545104980469, 63.511138916015625, -18.623361587524414, 14.842405319213867, -4.536056041717529, -13.942957878112793, -19.80298614501953, -11.287917137145996, -22.073352813720703, -4.728507041931152, -2.3666229248046875, -11.242898941040039, 1.499821424484253, -3.105020761489868, -8.459918022155762, 3.8704025745391846, -16.09958839416504, -4.446465969085693, -4.749120712280273, -8.114039421081543, -3.380523443222046, -5.316014289855957, -2.138036012649536, -10.40734577178955, -6.190544605255127, -0.6754264235496521, -9.855774879455566, -2.2178359031677246, -2.4310848712921143, -2.5110702514648438, -1.7098959684371948, 3.492856979370117, -4.72367000579834, 4.620389461517334, -0.1374521106481552, 2.331895351409912, 5.143616199493408, 7.758068561553955, 10.660199165344238, 17.25710105895996]",angry
"[-348.7877502441406, 38.8291015625, -37.04383087158203, 7.019880294799805, -33.051719665527344, -24.918270111083984, -6.983959674835205, -31.851465225219727, -6.524189472198486, -12.772478103637695, -13.113018035888672, -1.8031034469604492, -12.60754108428955, -0.4183908700942993, -3.9317092895507812, -0.6504773497581482, 1.4485586881637573, 6.979911804199219, -1.0715556144714355, 4.587758541107178, 3.428955078125, 1.6931588649749756, 0.2292599081993103, -1.3121553659439087, -4.327296257019043, -0.9749805331230164, 2.15364670753479, 1.9568556547164917, -0.7319018840789795, -2.6717729568481445, -1.4874178171157837, 3.0369999408721924, -1.1902029514312744, 2.0620534420013428, -0.8929042816162109, 2.8675460815429688, -0.6541011333465576, 0.5136504769325256, -2.143991470336914, 2.251943588256836]",angry
"[-363.05804443359375, 65.62532043457031, -31.558263778686523, 18.30394744873047, 11.123465538024902, -23.476381301879883, -3.9782447814941406, -4.221986770629883, -20.895586013793945, 2.5199506282806396, -9.055233001708984, -3.5428626537323, -6.266944408416748, -2.917212963104248, -2.531096935272217, -5.09981632232666, -3.738715887069702, -4.557011604309082, -5.351183891296387, -2.8775198459625244, -10.31314468383789, 0.9485574960708618, -7.122889041900635, -6.097573757171631, -3.373142719268799, -1.7340011596679688, -6.340914249420166, -2.4213931560516357, -6.889826774597168, -0.6760725378990173, -1.5677225589752197, 2.639742374420166, 4.631870269775391, 2.7763426303863525, 1.327866792678833, 3.490434169769287, 4.60413932800293, 11.934551239013672, 15.752641677856445, 19.111989974975586]",angry
"[-407.37591552734375, 37.22230529785156, -20.71846580505371, 18.667221069335938, -10.598615646362305, -24.24087905883789, -10.553600311279297, -20.40192985534668, -19.763912200927734, 7.112766742706299, -20.66734504699707, -11.035125732421875, -0.047363750636577606, -13.466263771057129, -7.208453178405762, -6.293157577514648, -3.4128103256225586, 2.9349515438079834, 7.33845853805542, 17.047836303710938, 22.724294662475586, 15.57392406463623, 8.826498985290527, -6.27630615234375, -11.231526374816895, 0.80072021484375, 1.7757421731948853, 2.597149133682251, -9.672694206237793, -9.907594680786133, -3.5831658840179443, 4.735690593719482, -1.4097132682800293, -6.509668827056885, -6.7725725173950195, 1.8114985227584839, 0.21960888803005219, -0.9029024243354797, 1.0956237316131592, 8.866594314575195]",angry
"[-260.4026184082031, 76.30422973632812, -28.33452033996582, 11.3187837600708, 8.01765251159668, -16.663070678710938, -0.563187837600708, -10.065897941589355, -19.913101196289062, 9.020185470581055, -10.070230484008789, -3.9014084339141846, 5.860629558563232, -3.532010078430176, -7.0458245277404785, 1.1915394067764282, -5.905513763427734, -5.719009876251221, -2.471259593963623, 0.7530496120452881, -8.194575309753418, 2.1520748138427734, -5.465837001800537, -3.9096012115478516, -4.35540771484375, -1.1689629554748535, -6.314221382141113, 1.3349602222442627, -3.2273752689361572, 1.1676404476165771, 0.2904359698295593, 1.3981356620788574, 2.2335190773010254, 3.9328739643096924, 1.3640292882919312, 4.6262922286987305, 6.174565315246582, 8.778486251831055, 10.819193840026855, 14.43721866607666]",angry
"[-328.710693359375, 52.06438064575195, -40.345394134521484, 13.952503204345703, -2.3643431663513184, -21.418506622314453, -9.816754341125488, 2.2948639392852783, -19.027725219726562, -1.0242364406585693, -1.3030165433883667, -10.329428672790527, 2.903076171875, -3.204383134841919, -13.297283172607422, 0.4986205995082855, -12.25901985168457, 1.5663617849349976, -2.7263100147247314, -4.9293646812438965, -3.865802526473999, -2.8763539791107178, -8.798539161682129, -3.012603282928467, -4.7461724281311035, -5.770139694213867, -4.621273994445801, -4.576720237731934, -4.132199287414551, 0.13768020272254944, 1.9811781644821167, 3.7018086910247803, 8.963069915771484, 9.373565673828125, 3.07230281829834, 4.735930442810059, 0.837415874004364, 4.1854400634765625, 10.123915672302246, 13.991652488708496]",angry
"[-263.23828125, 17.13533592224121, -44.431148529052734, -12.621084213256836, -28.190452575683594, -29.364892959594727, -10.726663589477539, -22.476993560791016, -10.458536148071289, -6.558257579803467, -8.58707332611084, -3.782564878463745, -12.81772232055664, -0.16824117302894592, -12.32123851776123, -3.6968233585357666, 2.9572603702545166, 5.379824638366699, 16.284318923950195, 17.027687072753906, 15.03957748413086, 3.4900455474853516, -4.966323375701904, -6.0015106201171875, -7.6148223876953125, 1.5283739566802979, 1.8658195734024048, -2.9055397510528564, -8.647431373596191, -2.3228912353515625, -0.25191736221313477, 3.422370433807373, -2.4728844165802, -3.949291944503784, -1.822198510169983, 5.3776092529296875, 1.3360872268676758, 3.8934242725372314, 3.425112247467041, 7.906540870666504]",angry
"[-277.6383972167969, 57.98263168334961, -30.872941970825195, 20.635555267333984, -1.7036455869674683, -21.278900146484375, -20.748706817626953, 3.2658822536468506, -39.42053985595703, -4.715215682983398, 0.7182566523551941, -14.604415893554688, -6.1770806312561035, -4.9925408363342285, -6.68067741394043, -4.133847236633301, -12.404680252075195, -3.356127977371216, -6.323032855987549, -9.0961275100708, -9.19243049621582, -11.18352222442627, -4.574685573577881, -13.722311019897461, -9.332213401794434, -8.194244384765625, -10.290453910827637, -8.547673225402832, -6.300472259521484, -1.3220592737197876, -2.335557699203491, -0.18580979108810425, -1.5766921043395996, -1.1081444025039673, -4.4392194747924805, 1.1628246307373047, 4.008341312408447, 13.516132354736328, 16.680702209472656, 16.442520141601562]",angry
"[-289.8514709472656, 8.933897972106934, -37.497318267822266, -3.8054075241088867, -22.89027976989746, -21.33941650390625, -15.60669994354248, -22.34210777282715, -30.73711395263672, 3.0600733757019043, -9.820601463317871, -10.335021018981934, -10.975701332092285, -11.060137748718262, -5.930679798126221, -20.488847732543945, -5.751482009887695, 11.641340255737305, 8.994882583618164, 26.663013458251953, 16.62315559387207, 10.866804122924805, -2.5788896083831787, -1.0381056070327759, -10.290289878845215, 1.8016774654388428, 2.60235857963562, 3.5383968353271484, -8.470654487609863, -5.038641929626465, -3.9861347675323486, 4.8449554443359375, -1.1794341802597046, -4.523478984832764, -6.395202159881592, 6.150097370147705, 2.7450928688049316, -2.3358659744262695, -2.046347141265869, 9.831779479980469]",angry
"[-314.51873779296875, 70.46800231933594, -29.194486618041992, 9.020729064941406, 7.4063215255737305, -15.992270469665527, -11.10422134399414, -8.024866104125977, -18.45493507385254, -13.787834167480469, 1.0496176481246948, -10.413941383361816, -5.701493263244629, 0.9744287133216858, -11.00666618347168, 3.5146255493164062, -11.715266227722168, -5.88433837890625, -5.266953945159912, -6.570845127105713, -6.9900898933410645, -3.027188301086426, -6.653875350952148, -3.9250783920288086, -7.848682403564453, 1.3664627075195312, -6.028639793395996, -0.12108641117811203, -3.745577335357666, -1.1939582824707031, 0.16992151737213135, 4.082716464996338, 3.4338109493255615, 2.535837411880493, -3.6084375381469727, 1.6131112575531006, -1.4440096616744995, 8.962289810180664, 12.90792465209961, 13.960184097290039]",angry
